Age,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,Total Delay,Service Quality Score,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,Flight Distance Category_Long,Flight Distance Category_Medium,Flight Distance Category_Short
44.0,1801.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,3.5714285714285716,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
38.0,1904.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,18.0,4.0,22.0,2.142857142857143,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
57.0,801.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,3.7857142857142856,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
63.0,1526.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,17.0,29.0,46.0,3.9285714285714284,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42.0,387.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,1.0,0.0,1.0,3.5714285714285716,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,2232.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0714285714285716,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
10.0,2426.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24.0,1562.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,4.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60.0,453.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,3776.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,3.5714285714285716,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
32.0,1943.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,2.2857142857142856,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
19.0,1526.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,3.4285714285714284,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
18.0,1134.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,5.0,0.0,0.0,0.0,3.9285714285714284,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
44.0,1079.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,0.0,6.0,6.0,3.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27.0,4145.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,12.0,0.0,12.0,2.9285714285714284,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
18.0,2834.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,9.0,0.0,9.0,4.071428571428571,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11.0,1290.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,3.9285714285714284,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9.0,2453.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,3.0,43.0,29.0,72.0,2.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
68.0,2174.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,13.0,13.0,26.0,2.2142857142857144,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23.0,2318.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,37.0,72.0,109.0,3.9285714285714284,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
52.0,228.0,4.0,4.0,0.0,4.0,5.0,5.0,3.0,4.0,4.0,0.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,3.5714285714285716,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22.0,2434.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,0.0,3.0,3.0,4.214285714285714,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
47.0,598.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,3.0,3.0,4.214285714285714,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
52.0,686.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,4.071428571428571,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
26.0,1527.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
50.0,1503.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,16.0,17.0,3.142857142857143,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
80.0,893.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,19.0,0.0,19.0,2.7857142857142856,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48.0,1086.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,33.0,48.0,81.0,2.5714285714285716,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
58.0,1586.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0714285714285716,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16.0,1755.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,42.0,31.0,73.0,4.142857142857143,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
24.0,3973.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,160.0,157.0,317.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25.0,2119.0,4.0,0.0,4.0,2.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,1.0,41.0,42.0,3.642857142857143,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38.0,316.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.4285714285714284,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22.0,1281.0,0.0,4.0,0.0,2.0,4.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,3.2857142857142856,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
38.0,2376.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,0.0,12.0,12.0,2.642857142857143,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
37.0,208.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0,5.0,2.857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
55.0,1472.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,0.0,3.0,4.142857142857143,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48.0,2317.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,4.357142857142857,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55.0,3046.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,7.0,6.0,13.0,4.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
33.0,1445.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,5.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,1.8571428571428572,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
65.0,318.0,1.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,3.2142857142857144,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
44.0,2199.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,100.0,132.0,232.0,4.071428571428571,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43.0,1469.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,10.0,2.0,12.0,3.142857142857143,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25.0,1321.0,4.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11.0,1192.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,18.0,2.0,20.0,3.642857142857143,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
50.0,2849.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0714285714285716,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.0,603.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,0.0,1.0,2.857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
49.0,229.0,0.0,0.0,0.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,3.2142857142857144,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7.0,2006.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,2.0,1.0,3.0,1.0,3.0,5.0,12.0,38.0,50.0,3.2142857142857144,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
20.0,2044.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,80.0,104.0,184.0,2.357142857142857,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
39.0,3812.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,0.0,0.0,0.0,3.357142857142857,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
48.0,2978.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,3.142857142857143,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
60.0,2751.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,5.0,1.0,431.0,402.0,833.0,3.357142857142857,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
37.0,1627.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,31.0,35.0,66.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25.0,2044.0,2.0,0.0,2.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,6.0,0.0,6.0,3.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48.0,1507.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,2.0,4.0,4.0,4.0,13.0,17.0,3.357142857142857,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22.0,1657.0,4.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,0.0,2.0,4.142857142857143,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13.0,1990.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,17.0,0.0,17.0,2.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
39.0,2415.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,9.0,10.0,2.357142857142857,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47.0,2265.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,8.0,8.0,3.357142857142857,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27.0,2291.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,0.0,1.0,1.0,3.7857142857142856,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
69.0,1543.0,2.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,3.2142857142857144,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
24.0,2539.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,5.0,4.0,1.0,2.0,4.0,2.0,5.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11.0,2076.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,0.0,2.0,2.857142857142857,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
17.0,2161.0,4.0,0.0,4.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,4.0,2.0,2.0,5.0,0.0,0.0,0.0,3.2142857142857144,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
46.0,375.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,79.0,66.0,145.0,3.5714285714285716,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
56.0,1767.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
47.0,816.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,2.7142857142857144,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21.0,1947.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,3.4285714285714284,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45.0,2494.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,3.5714285714285716,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7.0,2582.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,3.4285714285714284,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40.0,1887.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,2.857142857142857,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23.0,3586.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0714285714285716,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
63.0,627.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.2857142857142856,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
12.0,1312.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,2.9285714285714284,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
18.0,1432.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,0.0,10.0,10.0,3.857142857142857,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
44.0,945.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
34.0,69.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,3.4285714285714284,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28.0,1774.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23.0,2013.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,3.357142857142857,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
53.0,1705.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,0.0,5.0,4.071428571428571,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
61.0,1499.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,2.5714285714285716,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
57.0,2542.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,0.0,5.0,3.2857142857142856,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11.0,2373.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,91.0,61.0,152.0,3.0714285714285716,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39.0,1509.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,7.0,0.0,7.0,3.7142857142857144,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40.0,3547.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,34.0,30.0,64.0,4.071428571428571,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22.0,1260.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,3.0,0.0,9.0,9.0,2.5714285714285716,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23.0,2262.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,3.357142857142857,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42.0,1923.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,76.0,66.0,142.0,3.7142857142857144,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
36.0,3673.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,4.071428571428571,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
